year,month,date,URL,samba,nadu
2022,1,20,https://web.archive.org/web/20220120041727/https://glomark.lk/new-rathna-rice-white-raw-5kg/p/9199,465,700
2022,5,17,https://web.archive.org/web/20220517174348/https://glomark.lk/araliya-rice-red-raw-5kg/p/13215,515,
2022,5,17,https://web.archive.org/web/20220517174348/https://glomark.lk/araliya-rice-red-raw-5kg/p/13215,,1100
2022,5,20,https://web.archive.org/web/20220520144640/https://glomark.lk/ariya-jasmine-rice-1kg/p/12187,515,1100
2022,5,20,https://web.archive.org/web/20220520133236/https://glomark.lk/new-rathna-rice-samba-raw-5kg/p/9196,,1100
2022,5,22,https://web.archive.org/web/20220522223224/https://glomark.lk/cic-basmathi-rice-white-2kg/p/8222,515,
2022,6,28,https://web.archive.org/web/20220628092803/https://glomark.lk/araliya-rice-white-raw-5kg/p/9185,1150,
2022,12,16,https://web.archive.org/web/20221217015928/https://glomark.lk/new-rathna-rice-samba-5kg/p/8228,1150,
2022,12,16,https://web.archive.org/web/20221217015647/https://glomark.lk/araliya-rice-red-nadu-5kg/p/7250,,1100
